name,category,review.point,price,description,percent
"balvenie 30 year old, 47.3%",Single Malt Scotch,90,550.0,"a special balvenie to honor master distiller david stewart’s 30 years working at the distillery this is a big and brooding dram the aroma suggests it is aged in both bourbon and sherry oak it’s complex and richly flavored sweeter up front and increasingly dry towards its finish with notes of honey candied fruit thick cut marmalade vanilla almonds and prominent spicy oak notes i’m picking up plenty of sherry in this new expression which i like it finishes firmly dry with notes of spice and tannin while i enjoy this whisky a great deal you might want to seek out the balvenie 25 year old which i rated a 93 while the odd bottle is still available it is slightly more rounded on the palate and less than half the cost 
",47.3
"balvenie, madeira cask, 17 year old, 43%",Single Malt Scotch,90,120.0,"a harmonious marriage of fruit and spice more balanced than last year’s sweet rum cask release in fact this is one of the most deftlybalanced whiskies i’ve tasted this year bramble ripe nectarine caramel apple honeyed vanilla and golden raisin spiced with cinnamon and nutmeg soft for balvenie lingering warm dried spice finish 
",43.0
"balvenie tun 1401 batch 5, 50.1%",Single Malt Scotch,90,250.0,so soon? this latest release of what is becoming a legendary series mixes nine casksfour butts five hoggiesfrom between 1966 and 1990 hugely complex and obviously mature it is one to sit and smell forever marzipan mocha pain au chocolat manuka honey every sniff reveals another aroma it opens into cigar sandalwood citrus and ripe black fruits the palate is equally layered and expansive it takes water but only a drop for that density is allimportant,50.1
"balvenie tun 1401 batch 9, 49.3%",Single Malt Scotch,90,250.0,"this latest installment of the tun 1401 series is a classic expression of old mature balvenie where a waxiness akin to furniture polish slides into meadlike aromas actually more like metheglin as there’s an herbal spiced element its textural richness means it is best with water on the side allowing deep earthy licorice and cigar ash tones to
develop along with just the lightest squeeze of tannin us only",49.3
"balvenie dcs compendium 1st chapter 1968 46 year old cask 7293, 45.9%",Single Malt Scotch,90,27620.0,the oldest of the set shows a shift into a sense of calm and quietude the dried blossoms of youth are there still with a little color to them while a curl of smoke also comes through then out of nowhere a sudden eruption of tropical fruits a flaring in the dying light there’s no oakiness just a distillery framed gently receding a remarkable dram it’s almost shameful to discuss cost £19000,45.9
"balvenie 1981 35 year old, 43.8%",Single Malt Scotch,90,60000.0,a refill american oak hogshead matured this whisky the nose offers malt vanilla fudge pineapple and contrasting lemon lively tropical fruits on the palate almonds walnuts and ginger cookies with everpresent oak bitter coffee in the mediumlength leathery finish,43.8
"benriach, 25 year old, 45%",Single Malt Scotch,90,325.0,"great balance between vibrant oak spice and lush sherried fruit interwoven notes of honeyed malt vanilla citrus fruit milk chocolate and lingering peat add complexity quite large for a benriach and very fresh for its age this whisky takes benriach to a higher level 
",45.0
"benriach, cask #4469, 1976 vintage, 30 year old, 55.5%",Single Malt Scotch,90,400.0,beautifully clean and polished on the palate  it still allows benriach’s other flavors to shine through ripe complex tropical fruit notes meld with delicate honey and suggestions of shortbread cookies and toasted coconut teasing peat and smoke surfaces from time to time this whisky is a lot of fun to drink 800 bottles total 120 for the us,55.5
"benriach septendecim 17 year old, 46%",Single Malt Scotch,90,80.0,no hiding that this is one of benriach’s peated variants with smoke coming at you like an out of control garden bonfire but the inherent sweetness of the distillery character adds a counterpoint cinnamondusted apples baking in the fire before angelica and cannabis someone tells me come through the interplay between fruits and grassy smoke continues on the palate alongside toffee nougat peach syrup and salty licorice before the smoke returns a belter and a great price,46.0
"benriach authenticus peated 30 year old, 46%",Single Malt Scotch,90,555.0,following on from 21 and 25 year old expressions of authenticus benriach has now added its oldest variant yet to the lineup the nose offers orchard fruits honey polished oak and vanillatinged peat smoke full and fruity on the palate with sweet peat having a presence plus milk chocolate and licorice the finish is relatively long with citrus fruit ashy smoke and a lingering herbal note £400 not available in the us,46.0
"benriach 25 year old, 46.8%",Single Malt Scotch,90,550.0,matured in a mixture of oloroso sherry bourbon and virgin oak casks honey vanilla and tropical fruits on the spicy aromatic nose with just a hint of oak the honey and vanilla carry over to the palate where they are joined by peaches drinking chocolate and subtle sherry the finish dries steadily with longlasting citrus fruit a stylish complex dram,46.8
"benromach 30 year old, 43%",Single Malt Scotch,90,240.0,we had some new benromachs from gordon & macphail last issue that illustrated what the firm has been up to since it purchased the site in 1992 this release comes from its previous incarnation as part of dcl the elegant mature nose shows an ‘old speyside’ light smokiness alongside barley cacao cigar humidor and potpourri the palate is gentle and unctuous with some sherried touches while the smoke reruns on the very end £150 not available in the us,43.0
"benromach triple distilled 2009, 50%",Single Malt Scotch,90,59.0,benromach’s first tripledistilled single malt was matured in firstfill bourbon barrels the nose offers peaches with a wisp of sweet smoke vanilla and a hint of lime voluptuous and very sweet on the palate intense sugary orchard fruits and stem ginger with the characteristic benromach peat smoke dialed back the finish embraces insistent black pepper nutmeg and very mild peat £45,50.0
"blair athol 23 year old diageo special releases 2017, 58.4%",Single Malt Scotch,90,460.0,this perthshire single malt was distilled in 1993 and aged in european oak sherry butts brittle toffee black treacle aniseed black pepper and cigar boxes feature on the rich nose the bold palate yields full creamy sherry notes almonds ginger old leather and a slightly savory tang long warming and peppery in the finish 5514 bottles,58.4
"bowmore, 34 year old, 1971 vintage, 51%",Single Malt Scotch,90,800.0,"a lovely example of a mature sherried bowmore its rich flavors evolve on the palate and are nicely balanced lush fruit juicy oak damp peat and kiln smoke are peppered with cinnamon raisins dates and cocoa warming soothing finish not quite black bowmore but a delicious whisky nonetheless 
",51.0
"bowmore darkest, 15 year old, 43%",Single Malt Scotch,90,65.0,"darkest now has an age statement of 15 years old this new release is an improvement from the original darkest both of which are succulently sherried it is fuller in flavor and more visceral in both the nose and palate these differences are subtle but positive notes of lush fruit raisin potstill rum and heath bars citrus and wood spices emerge along with burning peat embers that linger on the finish nicely done 
",43.0
"a. d. rattray distilled at bowmore, 18 year old cask #2075, 53.5%",Single Malt Scotch,90,100.0,the fruit orange marmalade tangerine fresh pineapple is nearly as dominant as the leafy smoke sweet notes of nutty caramel honeyed barley toffee and nougat round out the palate ginger cinnamon telicherry pepper tobacco and ash play a supporting role lingering fruity smoky finish for those who like sherried islay whiskies,53.5
"adelphi distilled at bowmore 12 year old 2000, 56.1%",Single Malt Scotch,90,92.0,there’s a fascinating journey taking place here the nose takes you indoors caramelized tropical fruits coffee cake a spent fire in the grate and just the merest whiff of the waves hitting the beach the palate however places you squarely aboard a yacht under sail salt spray deck and engine oil worn leather upholstery it seems way more mature than 12 years the intensity is lost with water but you gain more smoke a great bottling  £59,56.1
"bowmore devil’s casks 10 year old, 56.9%",Single Malt Scotch,90,90.0,matured in firstfill sherry casks here we have bowmore at its ballsiest with massively bold notes of prune dried fig salted treacle toffee shoe leather rose petal and savory maritime edges that glance toward marmite all of which are infiltrated by clouds of smoke the palate has retained sweetness mixing black cherry pipe tobacco and cloves powerful and seriously impressive with fantastic balance that retains bowmore identity adds richness ups the peatiness and leaves you under satan’s spell,56.9
"bowmore laimrig 15 year old, 53.7%",Single Malt Scotch,90,118.0,this bowmore has been finished in sherry casks but without allowing the exuberance of the cask to overwhelm the dram instead there’s concentrated stone fruits lifted smoke dried mint dark chocolate bitter orange peels and some smoke there’s a teasing hint on the tongue of tropical fruits then a deepening mix of plump dried figs and sultana long layered with the smoke seamlessly involved adding accents rather than fogging up proceedings whisky shop chain only £70,53.7
"signatory distilled at brora, 24 year old, 1981 vintage, cask # 06/656, 60.1%",Single Malt Scotch,90,225.0,"the distillery closed in 1983 and was replaced by the clynelish distillery across the street classic brora fresh and exuberant for a 25 year old whisky briny with citrus zest fruit gum drops dynamic spices and a hint of seaweed and smoke appetizing finish all the flavors are wellintegrated and the whisky is very clean if you don’t have a brora yet get this one before it’s gone 
",60.1
"bruichladdich 15 year old, 2nd edition, 46%",Single Malt Scotch,90,80.0,"finished in chateau d’yquem casks and it shows there’s a creamy honeyed sweetness and viscosity to this whisky that is very soothing bruichladdich’s brisk sea character cuts through the lightly syruplike thickness and keeps the whisky fresh and lively while notes of golden raisin peaches lemon gum drops vanilla and coconut add complexity satisfying salty/sweet finish 
",46.0
"bruichladdich 3d, the big peat, 50%",Single Malt Scotch,90,65.0,"a marriage of bruichladdich with three different peating levels devotees of young smoky islay whiskies will enjoy this one it is youthful and explosive with earthy peat smoke fish nets brine and kiln ash all this is tamed beautifully by notes of vanilla wafer seductive malt marshmallow spiced peaches and pear 
",50.0
"bruichladdich 1973 vintage, 40.2% abv",Single Malt Scotch,90,285.0,"this one is my favorite of the four distillerybottled bruichladdich whiskies reviewed here it still quite lively and nicely balanced for such a mature whisky and reminiscent of the previous 1970 vintage in this respect with some floral notes and brine emerging from its fruity vanilla truffle nougat foundation still it maintains an air of lightness and freshness throughout with a pleasingly dry subtly spicy finish that lingers 
",40.2
"duncan taylor distilled at bruichladdich, 34 year old, 1969 vintage, 46%",Single Malt Scotch,90,234.0,"an unusual but very fine bruichladdich with sweet chewy toffee notes i often associate with speyside whiskies not islay although i have tasted a few older bunnahabhain whiskies that were like this layers of marzipan and chocolate fudge also emerge and i even pick up some apple and black cherry fruit in the background bruichladdich's ""sea breeze"" freshness rises through the chewy sweetness and provides balance and complexity",46.0
"bruichladdich 10 year old, 46%",Single Malt Scotch,90,57.0,the first 10 year old distilled by the current owners back in 2001 lovely marriage of both bourbon and sherry casks and quite fresh with a maturity resembling a 12 year old rather than 10 smooth on the palate and very drinkable with creamy vanilla honeycomb banana bread bright lemon melon honeydew cantaloupe tangerine candied ginger and delicate brine with all the bruichladdich razzledazzle over the past decade we can embrace this unpretentiously delicious laddie with open arms ,46.0
"bruichladdich islay barley 2007 6 year old, 50%",Single Malt Scotch,90,72.0,using barley grown on rockside farm this is fresh sweet agave syrup delicate and lightly buttery with touches of lily of the valley and lemon sponge cake mix the cereal character is restrained with a charred hint on the palate along with banana mandarin cassia and pink marshmallows untoasted the laddie’s floral notes emerge late and the whiff of white pepper on the end is all there is to remind you of its youth a classy young whisky £45,50.0
"port charlotte islay barley 2008, 50%",Single Malt Scotch,90,87.0,robust port charlotte character with salami and jamon serrano to the fore somewhat like eating a chorizo and roasted red pepper sandwich on the beach on a summer’s day but it retains the sweet freshness of the distillery character with water the lovely smell of cow’s breath there’s dry smoke to start with on the palate becoming sweet flashfried scallop with sugared almond on the finish for me pc comes fully of age here £55,50.0
"bruichladdich islay barley 2010, 50%",Single Malt Scotch,90,65.0,quantities of optic and oxbridge barley varieties were grown on eight islay family farms during 2009 and the following year this grain was distilled then matured in bourbon and french wine casks the nose offers ginger melon malt sweet lit pipe tobacco freshly baled straw resin vanilla and spice chewy in the mouth oily with toffee spices and youthful oak notes the finish features oysters with lemon squeezed over them,50.0
"duncan taylor distilled at bunnahabhain, 36 year old, 1967 vintage, 40.2%",Single Malt Scotch,90,160.0,older expressions of this unpeated islay dram are often quite delicious but they aren't easy to come by the best ones like this one take the sweetish toffee/nutty foundation of younger expressions and add layers of depth and complexity this whisky just continues to evolve on the palate the entrance is creamy in texture with layers of sweetness caramel vanilla fudge toffee becoming nutty and marzipanlike with subtle background fruit the finish is long and pleasingly dry with a hint of salt very entertaining and satisfying,40.2
"bunnahabhain 25 year old, 43%",Single Malt Scotch,90,265.0,"nougat and dates to the fore then becoming increasingly nutty with suggestions of demerara rum and cinnamon and underlying polished leather lovely dried spice notes and an appetizing salty tang teases the palate on the finish 
",43.0
"signatory distilled at bunnahabhain, cask #2540, 27 year old, 1978 vintage, 54.4%",Single Malt Scotch,90,200.0,"very fragrant on the nose and thick on the palate the flavors are chock full of thick chewy toffee chocolate fudge roasted nuts burnt raisin black currant and spiced oak there’s a hint of salt and earl grey tea on the finish very dynamic 
",54.4
"bunnahabhain 46 year old eich bhana lìr, 41.8%",Single Malt Scotch,90,7500.0,distilled in 1969 the oldest bunnahabhain ever released was matured in secondfill sherry butts the nose yields sweet resin marzipan ginger glacé cherries a hint of cloves and red berries the silky palate features jaffa oranges dark chocolate prunes and more glacé cherries the finish dries steadily with slightly bitter tea white pepper a savory note and quite subtle oak tannins for a dram of this vintage 198 bottles,41.8
"caol ila 12 year old feis ile bottling 2012, 60.4%",Single Malt Scotch,90,133.0,often overshadowed by other noisier neighbors it is time to reconsider caol ilaand this is a fine place to start coming from a refill cask it has a nose of sweet crab ham with cider glaze and teasing maritime smoke the palate mixes salt taffy with topend peppery olive oil allowing the flavors to cover the palate while the smoke rumbles along constantly before a saltladen finish superlative balance find one of those 620 bottles £85	,60.4
"caol ila 30 year old diageo special release 2014, 55.1%",Single Malt Scotch,90,700.0,more smoke than is common from this distillery and age the aromas are foodrelated initially roast ham with caramelized sugars then a clambake then ovenroasted lobster with water a distinct whiff of the goat shed nice by the way the palate is refined and mature but with fresh fruits retained with oak and smoke beautifully integrated a mature caol ila in similar vein to the excellent and significantly more keenly priced 25 year old 7638 bottles,55.1
"adelphi distilled at clynelish, 1989, 10 year old, 61.5%",Single Malt Scotch,90,85.0,"straw color fresh appetizing aroma lightmedium body nicely balanced flavors both the aroma and palate express notes of spices dijon mustard brine exotic peppers caramel and fruit lingering finish 
",61.5
"cragganmore 10 year old, 60.1%",Single Malt Scotch,90,125.0,"very dry fragrant and spicy medium bodied but firm initial flirtatious notes of honey creamy caramel and oatcakes quickly become dry and arid with a foundation of leather and oak shavings the whisky is peppered throughout with notes of anise coffee dried herbs and undertones of madeira very forward and bullishly dry for its age and more intense than the standard cragganmore bottling it’s rare for a whisky this young to be so complex 
",60.1
"signatory 'unchillfiltered' distilled at cragganmore, 15 year old, 1989 vintage, 46%",Single Malt Scotch,90,59.0,"independent bottlings of cragganmore are hard to come by and this one is a beauty cragganmore is not rich heavy or sweet like many speyside whiskies this one is mediumbodied yet firm it is clean on the palate throughout with a brief honeyed vanilla note before becoming dry and it is loaded with spice and dried fruits that continue to evolve long lingering finish the decision to forego chillfiltering certainly reveals more of this whisky’s subtle yet persistent complexity 
",46.0
"the dalmore 1979 aged 33 years, 48.5%",Single Malt Scotch,90,8000.0,this expression of the dalmore constellation spent its entire 33 years of maturation in an exbourbon cask with no additional finishing the result is a nose of ripe peaches and pears honey and vanilla fullbodied rich sweet elegant yet substantial on the palate with pineapples and fudge oak and aniseed slowly build but the wood is held at bay long and warming in the finish with soft spices barely drying cask number 594 199 bottles ,48.5
"dalmore ceti 30 year old, 45%",Single Malt Scotch,90,1980.0,the dalmore spirit that comprises ceti comes from a mix of bourbon and sherry casks with bourbon wood predominating 23 years of maturation in american oak were followed by seven years in 30 year old gonzalez byass matusalem oloroso sherry butts the result is a nose of old leather hessian sandalwood vanilla plain chocolate and ripe jaffa oranges very fullbodied with burnt orange pineapple and sticky toffee while the finish offers ginger orange wine gums and old oak 1000 bottles £1250,45.0
"the dalmore 25 year old, 42%",Single Malt Scotch,90,975.0,dalmore 25 year old comprises spirit matured initially in american oak casks some of which is then transferred into firstfill bourbon barrels while the remainder goes into palomino fino sherry butts the two batches are then reunited in bourbon barrels before a final finishing in tawny port pipes vanilla figs toffee and ripe oranges on the festive nose while the palate features more orange peaches milk chocolate and sherry the chocolate darkens in the lengthy finish with ginger and licorice,42.0
"deanston 40 year old, 45.6%",Single Malt Scotch,90,1215.0,this veteran expression from deanston distillery was matured in refill bourbon casks before spending no fewer than 10 years in oloroso sherry butts rose petals fresh pineapple clotted cream cinnamon and dusty oak on the enticing nose unctuous in the mouth with apple pie cinnamon hazelnuts and ginger drying slowly to pleasing fruity tannic notes extremely long finish with a persistent citric tang less than 500 bottles globally,45.6
"gordon & macphail distilled at glen grant, 1966, 41 year old, 49.4%",Single Malt Scotch,90,512.0,there have been a lot of old heavily sherried independently bottled glen grant whiskies on the market over the past several years this one appears to be from a refill sherry cask as its influence is more subtle it has aged well showing no excessive oak but plenty of fruit summer fruits dried citrus stewed fruits tangerine golden raisin balanced by polished oak grape skin and subtle dark chocolate distinctively pleasing don’t add too much water though as it breaks down a kensington wine market exclusive $500 cad,49.4
"berry brothers & rudd distilled at glen grant 1972 37 year old, 51.8%",Single Malt Scotch,90,289.0,this is quite different from the adelphi glen grant bottling below being more caskdriven but glen grant’s clean fruitiness remains although transformed by age its apples are baked with some added caramelized juices thrown in we see apricot alongside dried lemon peel and light sweet spice the waxiness here is akin to leather oil while the oak has sufficient grip to give structure in time there are hints of the cellar  burlap and wet earth delicious and best neat £184,51.8
"glen grant five decades, 46%",Single Malt Scotch,90,177.0,"created by dennis malcolm to celebrate his half century at glen grant this uses casks
from each of his five decades pale it may be but this is no dainty little
thing there’s lots of buttery oak before classic glen grant lift and energy
emerge green apple fruit blossom william pear and yellow fruits lemon
butter icing and nettles with water the palate is vibrant and energetic but
holds to the middle of the tongue a suitably celebratory dram
congratulations £115",46.0
"glendronach, 1990 vintage, 20 year old, oloroso cask #2621, 57.9%",Single Malt Scotch,90,125.0,if every fan of sherried whisky has a favorite glendronach then this is a long way down the road to being mine it has a dusty dried orange peel powdery and perfumey nose a soft and sweet round palate with a dark chocolate tangerine and pink grapefruit heart and a balanced and gentle finish this was probably once a hollerin’ maned lion of a malt but it’s grown old gracefully and it now purrs and growls beautifully £80 ,57.9
"glendronach cask strength batch 6, 56.1%",Single Malt Scotch,90,71.0,the latest batch of cask strength glendronach should make aberlour a’bunadh look to its laurels it is matured in a combination of pedro ximenez and oloroso sherry casks the nose is quite perfumed with sweet sherry figs nutmeg satsumas and candied peel voluptuous in the mouth with early bright fruit notes cinder toffee and caramel followed by darker sherry and raisin notes lightly peppery and tannic with plain chocolate £55,56.1
"glendronach kingsman edition 1991, 48.2%",Single Malt Scotch,90,900.0,a nose of bold sherry worn leather figs malt white pepper and ginger ultimately a mildly savory note fullbodied on the palate with overripe damsons and more ginger spicy sherry and dried fruits develop medium to long in the finish with persistent prickly spices black coffee and fragrant oak 240 bottles for the us,48.2
"glenfarclas family cask 1971 cask 3546, 51.1%",Single Malt Scotch,90,540.0,sherry butt once more but this is much more relaxed in its attentions  think montgomery clift seducing elizabeth taylor rather than de niro chatting up liza minelli sweetness is the key here gentle and slightly caramelized with touches of molasseslike concentration and even a whiff of the top of a crème brûlée the palate surprises with its continued freshness apple and the distillery’s distinctive earthy richness great balance£382,51.1
"glenfarclas family cask 1996 cask 1306, 55.6%",Single Malt Scotch,90,270.0,the youngest of this family cask selection shows glenfarclas in a surprisingly citric light with plenty of citrus peels  tangerine marmalade and orange syrup as well as sultana suede wax polish surprising in a youngish dram and chocolate  a recurring theme here it is almost as if all the more lifted elements in each of the previous casks have here united mature but highly expressive and a great starter  £172,55.6
"glenfarclas family casks 1990 cask #1362, 51.4%",Single Malt Scotch,90,379.0,although the youngest of the range this has still spent 24 years in a refill butt  the nose is highly concentrated with freshlysharpened pencils and black cherry there’s also some tobacco and then an earthy armagnacesque pruniness water brings out a resinous element supple leather and fruit syrups allowing it to retain complexity the driest of the range with the most obvious grip for lovers of big sherried malts £225,51.4
"glenfarclas 17 year old, 43%",Single Malt Scotch,90,99.0,weighty and deep instantly seductive vanilla pod rich fruits the smell of fur coats a femme fatale of a malt a base of crisp malt mixes with oak to give balance and structure water brings out apple leaf even a little grassiness the palate is broad and balanced with real sweetness and a tonguecoating quality which softens to dried fruit earthy density with a whiff of smoke redolent with the aroma of a dunnage warehouse a class act,43.0
"glenfarclas 50 year old, 41.1%",Single Malt Scotch,90,2339.0,just pause for a moment before tasting 50 years what has happened in the world during that time? how have you changed? what has it done to the whisky? added a quiet elegance it brings to mind elements of longdried concentrated fruit and nut damson even smoke the tannins are initially dusty but a splash of water adds a fresh potpourri perfume is it expensive? for something that’s spent 50 years in a cask? no it isn’t 937 bottles £1800,41.1
"glen garioch 1986, 54.6%",Single Malt Scotch,90,185.0,this latest vintage release from glen garioch is a cask strength 25 year old it follows on from previous ‘smallbatch’ 1978 1990 1991 and 1994 vintages peaches and ginger on the nose with fudge and a wisp of smoke mildly herbal fullbodied rich and sweet in the mouth fresh fruit and violet creams finally a slightly earthy peaty note the finish is long and gently smoky robust yet refined,54.6
"glen garioch cask #992 14 year old 1998, 54.6%",Single Malt Scotch,90,100.0,quite fragrant with a thick oily texture sweet notes vanilla sticky toffee ripe barley earthy peat licorice root and a hint of melon and citrus very clean and characterful a lot of fun to drink nicely done i can’t imagine a 14 year old glen garioch tasting any better than this a julio’s liquor exclusive ,54.6
"glenglassaugh, 26 year old, 46%",Single Malt Scotch,90,260.0,a polished whisky lightmedium in body with wellrounded flavors fruity ripe orange lemon gumdrops candy apple with creamy vanilla and a honeyed toasted malt foundation soft gentle oak throughout what a lovely gentlenatured whisky straight down the middle bonus points for versatility ,46.0
"glenglassaugh 35 year old the chosen few, 49.6%",Single Malt Scotch,90,471.0,the initial release in glenglassaugh’s new ‘the chosen few’ range has been picked by customer accounts manager ronnie routledge it was distilled in 1976 and matured in an exsherry butt that yielded 654 bottles initially an aroma of black twist tobacco and treacle with sweeter and more floral notes following on significant honey influence mouthcoating with sweet sherry and tropical fruits plus developing honey and spice notes oak toast and dark chocolate in the lingering lively finish £300,49.6
"glenglassaugh 40 year old, 42.5%",Single Malt Scotch,90,2000.0,glenglassaugh has altered its policy of offering single cask expressions of its 40 year old and replaced these with a vatting of casks to provide an ongoing release program offered at cask strength and without chill filtration the nose is pleasingly complex with ginger honey milk chocolate icing sugar sherry plums and new leather resinous on the palate with pineapple and brittle toffee then black coffee and aniseed a spicy oakiness ultimately develops drying steadily in the finish with licorice and oak tannins £1200,42.5
"glengoyne christmas cask, 60.6%",Single Malt Scotch,90,155.0,"credit to glengoyne for coming up with something different there are just 100 bottles of this malt available this year with a further 100 or so released each christmas from the same cask each year until 2014 effectively offering malt enthusiasts the chance to plot a work in progress better still this first effort is one of the best releases ever to come out of the distillery
the name is spot on it really is christmas in a glass with the almost feminine aromas of rosewater flowers candy stick and fruit giving way to a huge sherry note on the palate dark chocolate cherry orange and chili notes combine to offer up a bold and full malt some special bottlings from glengoyne have been overoaky or marred by sulfur but not this one this is clean pure and classy can’t wait to see where it goes next
",60.6
"glengoyne 25 year old, 48%",Single Malt Scotch,90,421.0,the latest addition to glengoyne’s permanent range is a 25 year old matured in european oak sherry casks and presented in nonchill filtered format syruplike on the nose very sweet with milk chocolate ginger jaffa oranges and sticky toffee pudding smooth and sweet on the palate with overt sherry sultanas and gentle spice the finish is medium to long with a hint of oak old leather and lingering cloves bold yet elegant £250,48.0
"mackillop's choice distilled at glenlivet, 27 year old, 1977 vintage, 43%",Single Malt Scotch,90,125.0,"a very clean whisky with fragrant dried flowers aromas of germinating barley textured honey vanilla waver coconut cream and teasing fresh pineapple drying delicately minty finish for those who love the richly elegant nonsherried style of older glenlivet whiskies 
",43.0
"the glenlivet nàdurra, 16 year old, 57.2%",Single Malt Scotch,90,60.0,aged exclusively in firstfill bourbon casks and bottled unfiltered and at natural cask strength this takes the usually subtle glenlivet and makes it more vibrant amplifying its flavors while accentuating the bourbon oak tight notes of honeyed malt vanilla bean toasted oak bright fruit and nuts are peppered with more subtle floral and spice notes dry spicy finish a glenlivet with pizzazz,57.2
"the glenlivet french oak, 12 year old, 40%",Single Malt Scotch,90,36.0,"antique amber color this whisky maintains the elegance cherished by glenlivet enthusiasts but finishing the whisky in limousin oak produces a whisky of deeper wood notes particularly wood spices vanilla sandalwood perhaps even mint and floral notes it’s rich complex and dryespecially on the finish 
",40.0
"duncan taylor distilled at glenlivet 1968 vintage, 35 year old, 43.1% abv",Single Malt Scotch,90,155.0,"younger bottlings of glenlivet are often quite elegant and subtle but such finesse isn’t always evident in older expressions which often become dominated by sherry and oak this one at 35 years of age demonstrates plenty of elegance and finesse what impresses me most about this whisky is that you wouldn’t know it was 35 year old just by taste it isn’t the least bit tired on the palate and it is very clean without the excessive woodiness often found in whiskies of this age plus the balance of flavors is impeccablevanilla honeyed malt peaches pineapple heather and just a touch of oak a very polished refined whisky 
",43.1
"gordon & macphail generations the glenlivet 70 year old, 45.9%",Single Malt Scotch,90,21000.0,you would expect any 70 year old whisky to be crepuscular dense and wooded not here the nose is amazingly fresh  distillery character fully intact  with layers of rancio and heavy florals in time there’s candle wax vanilla milk chocolate and a touch of leather even the whiff of a soft mink stole concentrated and complex the palate is like an ancient vin santo with oxidized nuttiness quince and medlar and subtle peat hugely expressive on the palate with a sweet finish truly remarkable ,45.9
"gordon & macphail private collection the glenlivet decades 1963, 40.6%",Single Malt Scotch,90,1230.0,"a quintet of releases showing examples of the glenlivet from five decades issued to support the glenlivet generations 70 year old bottling all are available individually or in a limited edition set 50 only for £2850 these bottlings are not currently available in the us

a firstfill american oak hoggie was the receptacle for the representative from the 1960s the cask has provided an extremely relaxed environment for maturation to take place with a return of the pineapple grilled on a barbecue this time along with linden blossom cream green jasmine tea and mint the effect is like a grown up 1991 the maturity kicks in on the palate  thick and slow with some sandalwood alongside honeysuckle gentle and clean and again not one to dilute £750",40.6
"glenmorangie margaux cask finish, 18 year old, 1987 vintage, 46%",Single Malt Scotch,90,450.0,"waves of fruit apple pie orange marmalade sultana ripe pineapple accented with notes of dark chocolate roasted nuts and spice cinnamon vanilla ginger evergreen particularly on the finish in the past i’ve thought that a couple of these limited edition glemorangie wood finishes were a little overdone with the finishing but not this one 
",46.0
"glenmorangie 1981 sauternes, wood finish, 46%",Single Malt Scotch,90,300.0,"style highland single malt scotch color golden honey aroma lush and mouthwatering notes of honey peaches in syrup golden raisins coconut vanilla and background resinous oak palate creamy and velvety in texture honey and fruit up front with some oak notes wood resins and vanilla midpalate becoming sweet again with a soothing finish 
",46.0
"glenmorangie sonnalta px, 46%",Single Malt Scotch,90,70.0,the first of glenmorangie’s new “private collection” line of whiskies for travel retail this one is finished in pedro ximenez px sherry with px being so rich and intense and glenmorangie spirit so subtly complex and delicate does the sherry dominate here? no it doesn’t still this is viscous and very textural for a glenmorangie i’m picking up rhum agricole drenched with honeyed apricot toffee almond chocolatecovered raisin glazed citrus and cherry pits all leading to a leathery tobaccotinged finish a visceral whisky with plenty of grip great for after dinner,46.0
"glenmorangie ealanta private edition, 46%",Single Malt Scotch,90,119.0,ealanta is the fourth release in glenmorangie’s private edition series and has been aged in heavilycharred virgin white oak casks from missouri for nineteen years the result is a nose of american cream soda milk chocolate fudge pineapple and honey spicy and creamy silky smooth in the mouth with brittle toffee and orange notes gently herbal with a suggestion of cloves and newlysawn wood long in the finish with citrus fruit oak aniseed and an enduring spicy creaminess  ,46.0
"glenmorangie companta, 46%",Single Malt Scotch,90,99.0,compantagaelic for friendshipis the fifth of glenmorangie’s private edition releases it comprises a blend of whiskies finished in clos de tart grand cru wine casks and in fortified wine casks from côtes du rhône big fruity leathery notes on the nose spicy with sultanas almonds and icing sugar the palate is rich and complex with cocoa powder nutmeg more leather and redcurrants long and fruity in the finish with vibrant spices red berries predominate,46.0
"the glenrothes, 1987, 43%",Single Malt Scotch,90,53.0,"amber gold color rich aromas of complex fruit and vanilla thick and rich in body with a mouthcoating texture flavors of honeyed malt well structured fruit and vanilla with a long finish 
",43.0
"the glenrothes, 1979 vintage, 43%",Single Malt Scotch,90,70.0,"amber color lush rich aromas of rummy toffee nuts vanilla with interwoven notes of glazed fruit on the heavy side of medium in body and silky there are layers of sweetness on the palate toffee caramel marzipan and dates becoming nutty with a pleasing oak woodiness to balance the sweetness long dryish finish with notes of spice and fruit 
",43.0
"duncan taylor peerless distilled at glenrothes 1969 41 year old, 44.2%",Single Malt Scotch,90,330.0,immediately you can tell this is a complex old mature whisky  that hint of rancio is there but there’s more of a beeswax character than on the adelphi bottling below along with the peachiness that often appears in old drams this is balanced by light coconut even a hint of grist the waxiness seen on the nose allows it to cling to the tongue while the fruits become jellied benefits from a drop of water allowing lemon and vanilla to show £210,44.2
"glenrothes minister’s reserve, 43%",Single Malt Scotch,90,188.0,the oldest of a new threestrong range from glenrothes called the manse brae series the youngest component here is 21 years old serious and lightly meaty the savory characters come at you mixing gun smoke with cypress sandalwood dark chocolate and dunnage warehouse the headiness of moist forest floor continues on the tongue along with a burst of honeyed peach moving in many directions simultaneously…and slowly keep this neat classic rothes travel retail exclusive €140,43.0
